"data_type","synthetic_source","user_evidence_id","user_id","document_id","evidence_id","verification_status","document_status","linked_event_id"
"synthetic","generated_for_testing","UE00283","USR0033","DOC00283","EV-008","verified","uploaded","TXN00033"
"synthetic","generated_for_testing","UE00284","USR0034","DOC00284","EV-009","missing","missing","TXN00034"
"synthetic","generated_for_testing","UE00285","USR0035","DOC00285","EV-010","verified","uploaded","DEDREC0023"
"synthetic","generated_for_testing","UE00286","USR0036","DOC00286","EV-011","verified","uploaded","DED0036"
"synthetic","generated_for_testing","UE00287","USR0037","DOC00287","EV-001","verified","uploaded","INC003701"
"synthetic","generated_for_testing","UE00288","USR0038","DOC00288","EV-002","missing","missing","INC003801"
"synthetic","generated_for_testing","UE00289","USR0039","DOC00289","EV-003","verified","uploaded","TXN00039"
"synthetic","generated_for_testing","UE00290","USR0040","DOC00290","EV-004","verified","uploaded","TXN00040"
"synthetic","generated_for_testing","UE00291","USR0041","DOC00291","EV-005","verified","uploaded","INC004101"
"synthetic","generated_for_testing","UE00292","USR0042","DOC00292","EV-006","missing","missing","INC004202"
"synthetic","generated_for_testing","UE00293","USR0043","DOC00293","EV-007","verified","uploaded","TXN00043"
"synthetic","generated_for_testing","UE00294","USR0044","DOC00294","EV-008","verified","uploaded","TXN00044"
"synthetic","generated_for_testing","UE00295","USR0045","DOC00295","EV-009","verified","uploaded","TXN00045"
"synthetic","generated_for_testing","UE00296","USR0046","DOC00296","EV-010","missing","missing","TXN00046"
"synthetic","generated_for_testing","UE00297","USR0047","DOC00297","EV-011","verified","uploaded","TXN00047"
"synthetic","generated_for_testing","UE00298","USR0048","DOC00298","EV-001","verified","uploaded","INC004801"
"synthetic","generated_for_testing","UE00299","USR0049","DOC00299","EV-002","verified","uploaded","INC004901"
"synthetic","generated_for_testing","UE00300","USR0050","DOC00300","EV-003","missing","missing","TXN00050"
"synthetic","generated_for_testing","UE00301","USR0001","DOC00301","EV-004","verified","uploaded","TXN00001"
"synthetic","generated_for_testing","UE00302","USR0002","DOC00302","EV-005","verified","uploaded","INC000201"
"synthetic","generated_for_testing","UE00303","USR0003","DOC00303","EV-006","verified","uploaded","INC000302"
"synthetic","generated_for_testing","UE00304","USR0004","DOC00304","EV-007","missing","missing","TXN00004"
"synthetic","generated_for_testing","UE00305","USR0005","DOC00305","EV-008","verified","uploaded","INC000503"
"synthetic","generated_for_testing","UE00306","USR0006","DOC00306","EV-009","verified","uploaded","TXN00006"
"synthetic","generated_for_testing","UE00307","USR0007","DOC00307","EV-010","verified","uploaded","DEDREC0027"
"synthetic","generated_for_testing","UE00308","USR0008","DOC00308","EV-011","missing","missing","TXN00008"
"synthetic","generated_for_testing","UE00309","USR0009","DOC00309","EV-001","verified","uploaded","INC000901"
"synthetic","generated_for_testing","UE00310","USR0010","DOC00310","EV-002","verified","uploaded","INC001001"
"synthetic","generated_for_testing","UE00311","USR0011","DOC00311","EV-003","verified","uploaded","TXN00011"
"synthetic","generated_for_testing","UE00312","USR0012","DOC00312","EV-004","missing","missing","TXN00012"
"synthetic","generated_for_testing","UE00313","USR0013","DOC00313","EV-005","verified","uploaded","INC001301"
"synthetic","generated_for_testing","UE00314","USR0014","DOC00314","EV-006","verified","uploaded","INC001402"
"synthetic","generated_for_testing","UE00315","USR0015","DOC00315","EV-007","verified","uploaded","TXN00015"
"synthetic","generated_for_testing","UE00316","USR0016","DOC00316","EV-008","missing","missing","TXN00016"
"synthetic","generated_for_testing","UE00317","USR0017","DOC00317","EV-009","verified","uploaded","TXN00017"
"synthetic","generated_for_testing","UE00318","USR0018","DOC00318","EV-010","verified","uploaded","DED0018"
"synthetic","generated_for_testing","UE00319","USR0019","DOC00319","EV-011","verified","uploaded","TXN00019"
"synthetic","generated_for_testing","UE00320","USR0020","DOC00320","EV-001","missing","missing","INC002001"
"synthetic","generated_for_testing","UE00321","USR0021","DOC00321","EV-002","verified","uploaded","INC002101"
"synthetic","generated_for_testing","UE00322","USR0022","DOC00322","EV-003","verified","uploaded","TXN00022"
"synthetic","generated_for_testing","UE00323","USR0023","DOC00323","EV-004","verified","uploaded","TXN00023"
"synthetic","generated_for_testing","UE00324","USR0024","DOC00324","EV-005","missing","missing","INC002401"
"synthetic","generated_for_testing","UE00325","USR0025","DOC00325","EV-006","verified","uploaded","INC002502"
"synthetic","generated_for_testing","UE00326","USR0026","DOC00326","EV-007","verified","uploaded","TXN00026"
"synthetic","generated_for_testing","UE00327","USR0027","DOC00327","EV-008","verified","uploaded","TXN00027"
"synthetic","generated_for_testing","UE00328","USR0028","DOC00328","EV-009","missing","missing","TXN00028"
"synthetic","generated_for_testing","UE00329","USR0029","DOC00329","EV-010","verified","uploaded","TXN00029"
"synthetic","generated_for_testing","UE00330","USR0030","DOC00330","EV-011","verified","uploaded","DED0030"
"synthetic","generated_for_testing","UE00331","USR0031","DOC00331","EV-001","verified","uploaded","INC003101"
"synthetic","generated_for_testing","UE00332","USR0032","DOC00332","EV-002","missing","missing","INC003201"
"synthetic","generated_for_testing","UE00333","USR0033","DOC00333","EV-003","verified","uploaded","TXN00033"
"synthetic","generated_for_testing","UE00334","USR0034","DOC00334","EV-004","verified","uploaded","TXN00034"
"synthetic","generated_for_testing","UE00335","USR0035","DOC00335","EV-005","verified","uploaded","INC003501"
"synthetic","generated_for_testing","UE00336","USR0036","DOC00336","EV-006","missing","missing","INC003602"
"synthetic","generated_for_testing","UE00337","USR0037","DOC00337","EV-007","verified","uploaded","TXN00037"
"synthetic","generated_for_testing","UE00338","USR0038","DOC00338","EV-008","verified","uploaded","TXN00038"
"synthetic","generated_for_testing","UE00339","USR0039","DOC00339","EV-009","verified","uploaded","TXN00039"
"synthetic","generated_for_testing","UE00340","USR0040","DOC00340","EV-010","missing","missing","DEDREC0024"
"synthetic","generated_for_testing","UE00341","USR0041","DOC00341","EV-011","verified","uploaded","TXN00041"
"synthetic","generated_for_testing","UE00342","USR0042","DOC00342","EV-001","verified","uploaded","INC004201"
"synthetic","generated_for_testing","UE00343","USR0043","DOC00343","EV-002","verified","uploaded","INC004301"
"synthetic","generated_for_testing","UE00344","USR0044","DOC00344","EV-003","missing","missing","TXN00044"
"synthetic","generated_for_testing","UE00345","USR0045","DOC00345","EV-004","verified","uploaded","TXN00045"
"synthetic","generated_for_testing","UE00346","USR0046","DOC00346","EV-005","verified","uploaded","INC004601"
"synthetic","generated_for_testing","UE00347","USR0047","DOC00347","EV-006","verified","uploaded","INC004702"
"synthetic","generated_for_testing","UE00348","USR0048","DOC00348","EV-007","missing","missing","TXN00048"
"synthetic","generated_for_testing","UE00349","USR0049","DOC00349","EV-008","verified","uploaded","TXN00049"
"synthetic","generated_for_testing","UE00350","USR0050","DOC00350","EV-009","verified","uploaded","INC005003"
"synthetic","generated_for_testing","UE00351","USR0001","DOC00351","EV-010","verified","uploaded","TXN00001"
"synthetic","generated_for_testing","UE00352","USR0002","DOC00352","EV-011","missing","missing","TXN00002"
"synthetic","generated_for_testing","UE00353","USR0003","DOC00353","EV-001","verified","uploaded","INC000301"
"synthetic","generated_for_testing","UE00354","USR0004","DOC00354","EV-002","verified","uploaded","INC000401"
"synthetic","generated_for_testing","UE00355","USR0005","DOC00355","EV-003","verified","uploaded","TXN00005"
"synthetic","generated_for_testing","UE00356","USR0006","DOC00356","EV-004","missing","missing","TXN00006"
"synthetic","generated_for_testing","UE00357","USR0007","DOC00357","EV-005","verified","uploaded","INC000701"
"synthetic","generated_for_testing","UE00358","USR0008","DOC00358","EV-006","verified","uploaded","INC000802"
"synthetic","generated_for_testing","UE00359","USR0009","DOC00359","EV-007","verified","uploaded","TXN00009"
"synthetic","generated_for_testing","UE00360","USR0010","DOC00360","EV-008","missing","missing","INC001003"
"synthetic","generated_for_testing","UE00361","USR0011","DOC00361","EV-009","verified","uploaded","TXN00011"
"synthetic","generated_for_testing","UE00362","USR0012","DOC00362","EV-010","verified","uploaded","DED0012"
"synthetic","generated_for_testing","UE00363","USR0013","DOC00363","EV-011","verified","uploaded","TXN00013"
"synthetic","generated_for_testing","UE00364","USR0014","DOC00364","EV-001","missing","missing","INC001401"
"synthetic","generated_for_testing","UE00365","USR0015","DOC00365","EV-002","verified","uploaded","INC001501"
"synthetic","generated_for_testing","UE00366","USR0016","DOC00366","EV-003","verified","uploaded","TXN00016"
"synthetic","generated_for_testing","UE00367","USR0017","DOC00367","EV-004","verified","uploaded","TXN00017"
"synthetic","generated_for_testing","UE00368","USR0018","DOC00368","EV-005","missing","missing","INC001801"
"synthetic","generated_for_testing","UE00369","USR0019","DOC00369","EV-006","verified","uploaded","INC001902"
"synthetic","generated_for_testing","UE00370","USR0020","DOC00370","EV-007","verified","uploaded","TXN00020"
"synthetic","generated_for_testing","UE00371","USR0021","DOC00371","EV-008","verified","uploaded","TXN00021"
"synthetic","generated_for_testing","UE00372","USR0022","DOC00372","EV-009","missing","missing","TXN00022"
"synthetic","generated_for_testing","UE00373","USR0023","DOC00373","EV-010","verified","uploaded","TXN00023"
"synthetic","generated_for_testing","UE00374","USR0024","DOC00374","EV-011","verified","uploaded","DED0024"
"synthetic","generated_for_testing","UE00375","USR0025","DOC00375","EV-001","verified","uploaded","INC002501"
"synthetic","generated_for_testing","UE00376","USR0026","DOC00376","EV-002","missing","missing","INC002601"
"synthetic","generated_for_testing","UE00377","USR0027","DOC00377","EV-003","verified","uploaded","TXN00027"
"synthetic","generated_for_testing","UE00378","USR0028","DOC00378","EV-004","verified","uploaded","TXN00028"
"synthetic","generated_for_testing","UE00379","USR0029","DOC00379","EV-005","verified","uploaded","INC002901"
"synthetic","generated_for_testing","UE00380","USR0030","DOC00380","EV-006","missing","missing","INC003002"
"synthetic","generated_for_testing","UE00381","USR0031","DOC00381","EV-007","verified","uploaded","TXN00031"
"synthetic","generated_for_testing","UE00382","USR0032","DOC00382","EV-008","verified","uploaded","TXN00032"
"synthetic","generated_for_testing","UE00383","USR0033","DOC00383","EV-009","verified","uploaded","TXN00033"
"synthetic","generated_for_testing","UE00384","USR0034","DOC00384","EV-010","missing","missing","TXN00034"
"synthetic","generated_for_testing","UE00385","USR0035","DOC00385","EV-011","verified","uploaded","DEDREC0023"
"synthetic","generated_for_testing","UE00386","USR0036","DOC00386","EV-001","verified","uploaded","INC003601"
"synthetic","generated_for_testing","UE00387","USR0037","DOC00387","EV-002","verified","uploaded","INC003701"
"synthetic","generated_for_testing","UE00388","USR0038","DOC00388","EV-003","missing","missing","TXN00038"
"synthetic","generated_for_testing","UE00389","USR0039","DOC00389","EV-004","verified","uploaded","TXN00039"
"synthetic","generated_for_testing","UE00390","USR0040","DOC00390","EV-005","verified","uploaded","INC004001"
"synthetic","generated_for_testing","UE00391","USR0041","DOC00391","EV-006","verified","uploaded","INC004102"
"synthetic","generated_for_testing","UE00392","USR0042","DOC00392","EV-007","missing","missing","LOAN0042"
"synthetic","generated_for_testing","UE00393","USR0043","DOC00393","EV-008","verified","uploaded","TXN00043"
"synthetic","generated_for_testing","UE00394","USR0044","DOC00394","EV-009","verified","uploaded","TXN00044"
"synthetic","generated_for_testing","UE00395","USR0045","DOC00395","EV-010","verified","uploaded","DED0045"
"synthetic","generated_for_testing","UE00396","USR0046","DOC00396","EV-011","missing","missing","TXN00046"
"synthetic","generated_for_testing","UE00397","USR0047","DOC00397","EV-001","verified","uploaded","INC004701"
"synthetic","generated_for_testing","UE00398","USR0048","DOC00398","EV-002","verified","uploaded","INC004801"
"synthetic","generated_for_testing","UE00399","USR0049","DOC00399","EV-003","verified","uploaded","TXN00049"
"synthetic","generated_for_testing","UE00400","USR0050","DOC00400","EV-004","missing","missing","TXN00050"
