"data_type","synthetic_source","income_id","user_id","income_type","financial_year","gross_amount","tds_amount","evidence_status","record_origin","tax_regime","salary_deduction_rule_id","interest_deduction_rule_id","business_rule_id","gross_rent","municipal_taxes_paid","annual_value","property_use","housing_loan_interest"
"synthetic","generated_for_testing","INCX0023sale","USR0023","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0024purchase","USR0024","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0024sale","USR0024","capital_gain","2025-26","375304","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0025purchase","USR0025","investment_acquisition","2025-26","321600","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0025sale","USR0025","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0026purchase","USR0026","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0026sale","USR0026","capital_gain","2025-26","322696","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0027purchase","USR0027","investment_acquisition","2025-26","358992","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0027sale","USR0027","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0028purchase","USR0028","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0028sale","USR0028","capital_gain","2025-26","360088","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0029purchase","USR0029","investment_acquisition","2025-26","380784","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0029sale","USR0029","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0030purchase","USR0030","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0030sale","USR0030","capital_gain","2025-26","381880","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0031purchase","USR0031","investment_acquisition","2025-26","328176","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0031sale","USR0031","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0032purchase","USR0032","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0032sale","USR0032","capital_gain","2025-26","329272","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0033purchase","USR0033","investment_acquisition","2025-26","365568","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0033sale","USR0033","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0034purchase","USR0034","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0034sale","USR0034","capital_gain","2025-26","366664","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0035purchase","USR0035","investment_acquisition","2025-26","387360","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0035sale","USR0035","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0036purchase","USR0036","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0036sale","USR0036","capital_gain","2025-26","388456","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0037purchase","USR0037","investment_acquisition","2025-26","334752","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0037sale","USR0037","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0038purchase","USR0038","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0038sale","USR0038","capital_gain","2025-26","335848","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0039purchase","USR0039","investment_acquisition","2025-26","372144","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0039sale","USR0039","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0040purchase","USR0040","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0040sale","USR0040","capital_gain","2025-26","373240","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0041purchase","USR0041","investment_acquisition","2025-26","393936","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0041sale","USR0041","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0042purchase","USR0042","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0042sale","USR0042","capital_gain","2025-26","395032","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0043purchase","USR0043","investment_acquisition","2025-26","341328","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0043sale","USR0043","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0044purchase","USR0044","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0044sale","USR0044","capital_gain","2025-26","342424","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0045purchase","USR0045","investment_acquisition","2025-26","378720","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0045sale","USR0045","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0046purchase","USR0046","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0046sale","USR0046","capital_gain","2025-26","379816","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0047purchase","USR0047","investment_acquisition","2025-26","400512","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0047sale","USR0047","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0048purchase","USR0048","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0048sale","USR0048","capital_gain","2025-26","401608","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0049purchase","USR0049","investment_acquisition","2025-26","347904","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0049sale","USR0049","capital_gain","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0050purchase","USR0050","investment_acquisition","2025-26","0","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
"synthetic","generated_for_testing","INCX0050sale","USR0050","capital_gain","2025-26","349000","0","linked","transaction_rollup","old",,,,"0","0","0",,"0"
